Epi_date_V3,Year,Cases,7-Day Average,Cumulative Cases,AsOf
10/28/2023,2023,5.0,8.714285850524900,31250.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/29/2023,2023,8.0,9.285714149475100,31258.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/30/2023,2023,9.0,9.285714149475100,31267.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
10/31/2023,2023,6.0,8.714285850524900,31273.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/01/2023,2023,8.0,8.571428298950200,31281.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/02/2023,2023,5.0,7.4285712242126500,31286.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/03/2023,2023,11.0,7.4285712242126500,31297.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/04/2023,2023,11.0,8.285714149475100,31308.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/05/2023,2023,4.0,7.714285850524900,31312.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/06/2023,2023,15.0,8.571428298950200,31327.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/07/2023,2023,11.0,9.285714149475100,31338.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/08/2023,2023,11.0,9.714285850524900,31349.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/09/2023,2023,15.0,11.142857551574700,31364.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/10/2023,2023,8.0,10.714285850524900,31372.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/11/2023,2023,9.0,10.428571701049800,31381.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/12/2023,2023,11.0,11.428571701049800,31392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/13/2023,2023,11.0,10.857142448425300,31403.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/14/2023,2023,12.0,11.0,31415.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/15/2023,2023,11.0,11.0,31426.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/16/2023,2023,11.0,10.428571701049800,31437.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/17/2023,2023,8.0,10.428571701049800,31445.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/18/2023,2023,8.0,10.285714149475100,31453.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/19/2023,2023,7.0,9.714285850524900,31460.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/20/2023,2023,9.0,9.428571701049810,31469.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/21/2023,2023,12.0,9.428571701049810,31481.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/22/2023,2023,13.0,9.714285850524900,31494.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/23/2023,2023,6.0,9.0,31500.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/24/2023,2023,6.0,8.714285850524900,31506.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/25/2023,2023,6.0,8.428571701049810,31512.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/26/2023,2023,6.0,8.285714149475100,31518.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/27/2023,2023,15.0,9.142857551574710,31533.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/28/2023,2023,15.0,9.571428298950200,31548.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/29/2023,2023,8.0,8.857142448425290,31556.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
11/30/2023,2023,6.0,8.857142448425290,31562.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/01/2023,2023,8.0,9.142857551574710,31570.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/02/2023,2023,6.0,9.142857551574710,31576.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/03/2023,2023,10.0,9.714285850524900,31586.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/04/2023,2023,7.0,8.571428298950200,31593.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/05/2023,2023,8.0,7.5714287757873500,31601.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/06/2023,2023,9.0,7.714285850524900,31610.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/07/2023,2023,15.0,9.0,31625.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/08/2023,2023,10.0,9.285714149475100,31635.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/09/2023,2023,11.0,10.0,31646.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/10/2023,2023,12.0,10.285714149475100,31658.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/11/2023,2023,9.0,10.571428298950200,31667.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/12/2023,2023,5.0,10.142857551574700,31672.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/13/2023,2023,6.0,9.714285850524900,31678.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/14/2023,2023,5.0,8.285714149475100,31683.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/15/2023,2023,11.0,8.428571701049810,31694.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/16/2023,2023,6.0,7.714285850524900,31700.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/17/2023,2023,7.0,7.0,31707.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/18/2023,2023,13.0,7.5714287757873500,31720.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/19/2023,2023,5.0,7.5714287757873500,31725.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/20/2023,2023,7.0,7.714285850524900,31732.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/21/2023,2023,9.0,8.285714149475100,31741.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/22/2023,2023,5.0,7.4285712242126500,31746.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/23/2023,2023,14.0,8.571428298950200,31760.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/24/2023,2023,7.0,8.571428298950200,31767.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/25/2023,2023,9.0,8.0,31776.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/26/2023,2023,14.0,9.285714149475100,31790.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/27/2023,2023,4.0,8.857142448425290,31794.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/28/2023,2023,7.0,8.571428298950200,31801.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/29/2023,2023,7.0,8.857142448425290,31808.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/30/2023,2023,8.0,8.0,31816.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
12/31/2023,2023,3.0,7.4285712242126500,31819.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/01/2024,2024,7.0,7.142857074737550,31826.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/02/2024,2024,6.0,6.0,31832.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/03/2024,2024,10.0,6.857142925262450,31842.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/04/2024,2024,5.0,6.5714287757873500,31847.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/05/2024,2024,10.0,7.0,31857.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/06/2024,2024,9.0,7.142857074737550,31866.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/07/2024,2024,6.0,7.5714287757873500,31872.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/08/2024,2024,6.0,7.4285712242126500,31878.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/09/2024,2024,5.0,7.285714149475100,31883.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/10/2024,2024,13.0,7.714285850524900,31896.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/11/2024,2024,4.0,7.5714287757873500,31900.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/12/2024,2024,10.0,7.5714287757873500,31910.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/13/2024,2024,12.0,8.0,31922.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/14/2024,2024,6.0,8.0,31928.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/15/2024,2024,10.0,8.571428298950200,31938.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/16/2024,2024,14.0,9.857142448425290,31952.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/17/2024,2024,11.0,9.571428298950200,31963.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/18/2024,2024,9.0,10.285714149475100,31972.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/19/2024,2024,11.0,10.428571701049800,31983.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/20/2024,2024,10.0,10.142857551574700,31993.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/21/2024,2024,4.0,9.857142448425290,31997.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/22/2024,2024,11.0,10.0,32008.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/23/2024,2024,6.0,8.857142448425290,32014.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/24/2024,2024,7.0,8.285714149475100,32021.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/25/2024,2024,5.0,7.714285850524900,32026.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/26/2024,2024,11.0,7.714285850524900,32037.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/27/2024,2024,5.0,7.0,32042.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/28/2024,2024,5.0,7.142857074737550,32047.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/29/2024,2024,15.0,7.714285850524900,32062.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/30/2024,2024,13.0,8.714285850524900,32075.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
01/31/2024,2024,12.0,9.428571701049810,32087.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/01/2024,2024,14.0,10.714285850524900,32101.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/02/2024,2024,15.0,11.285714149475100,32116.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/03/2024,2024,9.0,11.857142448425300,32125.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/04/2024,2024,7.0,12.142857551574700,32132.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/05/2024,2024,12.0,11.714285850524900,32144.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/06/2024,2024,7.0,10.857142448425300,32151.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/07/2024,2024,9.0,10.428571701049800,32160.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/08/2024,2024,8.0,9.571428298950200,32168.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/09/2024,2024,11.0,9.0,32179.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/10/2024,2024,6.0,8.571428298950200,32185.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/11/2024,2024,10.0,9.0,32195.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/12/2024,2024,8.0,8.428571701049810,32203.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/13/2024,2024,8.0,8.571428298950200,32211.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/14/2024,2024,8.0,8.428571701049810,32219.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/15/2024,2024,7.0,8.285714149475100,32226.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/16/2024,2024,7.0,7.714285850524900,32233.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/17/2024,2024,10.0,8.285714149475100,32243.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/18/2024,2024,10.0,8.285714149475100,32253.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/19/2024,2024,10.0,8.571428298950200,32263.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/20/2024,2024,9.0,8.714285850524900,32272.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/21/2024,2024,5.0,8.285714149475100,32277.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/22/2024,2024,10.0,8.714285850524900,32287.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/23/2024,2024,8.0,8.857142448425290,32295.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/24/2024,2024,5.0,8.142857551574710,32300.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/25/2024,2024,7.0,7.714285850524900,32307.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/26/2024,2024,9.0,7.5714287757873500,32316.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/27/2024,2024,10.0,7.714285850524900,32326.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/28/2024,2024,13.0,8.857142448425290,32339.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
02/29/2024,2024,10.0,8.857142448425290,32349.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/01/2024,2024,18.0,10.285714149475100,32367.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/02/2024,2024,7.0,10.571428298950200,32374.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/03/2024,2024,10.0,11.0,32384.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/04/2024,2024,8.0,10.857142448425300,32392.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/05/2024,2024,12.0,11.142857551574700,32404.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/06/2024,2024,13.0,11.142857551574700,32417.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/07/2024,2024,8.0,10.857142448425300,32425.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/08/2024,2024,5.0,9.0,32430.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/09/2024,2024,13.0,9.857142448425290,32443.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/10/2024,2024,17.0,10.857142448425300,32460.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/11/2024,2024,11.0,11.285714149475100,32471.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/12/2024,2024,11.0,11.142857551574700,32482.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/13/2024,2024,9.0,10.571428298950200,32491.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/14/2024,2024,15.0,11.571428298950200,32506.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/15/2024,2024,11.0,12.428571701049800,32517.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/16/2024,2024,5.0,11.285714149475100,32522.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/17/2024,2024,8.0,10.0,32530.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/18/2024,2024,15.0,10.571428298950200,32545.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/19/2024,2024,3.0,9.428571701049810,32548.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/20/2024,2024,12.0,9.857142448425290,32560.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/21/2024,2024,7.0,8.714285850524900,32567.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/22/2024,2024,7.0,8.142857551574710,32574.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/23/2024,2024,3.0,7.857142925262450,32577.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/24/2024,2024,6.0,7.5714287757873500,32583.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/25/2024,2024,10.0,6.857142925262450,32593.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/26/2024,2024,12.0,8.142857551574710,32605.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/27/2024,2024,10.0,7.857142925262450,32615.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/28/2024,2024,10.0,8.285714149475100,32625.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/29/2024,2024,10.0,8.714285850524900,32635.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/30/2024,2024,5.0,9.0,32640.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
03/31/2024,2024,5.0,8.857142448425290,32645.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/01/2024,2024,7.0,8.428571701049810,32652.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/02/2024,2024,14.0,8.714285850524900,32666.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/03/2024,2024,5.0,8.0,32671.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/04/2024,2024,4.0,7.142857074737550,32675.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/05/2024,2024,8.0,6.857142925262450,32683.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/06/2024,2024,4.0,6.714285850524900,32687.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/07/2024,2024,6.0,6.857142925262450,32693.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/08/2024,2024,15.0,8.0,32708.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/09/2024,2024,8.0,7.142857074737550,32716.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/10/2024,2024,12.0,8.142857551574710,32728.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/11/2024,2024,5.0,8.285714149475100,32733.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/12/2024,2024,11.0,8.714285850524900,32744.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/13/2024,2024,11.0,9.714285850524900,32755.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/14/2024,2024,14.0,10.857142448425300,32769.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/15/2024,2024,9.0,10.0,32778.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/16/2024,2024,13.0,10.714285850524900,32791.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/17/2024,2024,10.0,10.428571701049800,32801.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/18/2024,2024,8.0,10.857142448425300,32809.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/19/2024,2024,10.0,10.714285850524900,32819.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/20/2024,2024,13.0,11.0,32832.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/21/2024,2024,12.0,10.714285850524900,32844.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/22/2024,2024,14.0,11.428571701049800,32858.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/23/2024,2024,14.0,11.571428298950200,32872.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/24/2024,2024,8.0,11.285714149475100,32880.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/25/2024,2024,12.0,11.857142448425300,32892.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/26/2024,2024,12.0,12.142857551574700,32904.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/27/2024,2024,7.0,11.285714149475100,32911.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/28/2024,2024,7.0,10.571428298950200,32918.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/29/2024,2024,7.0,9.571428298950200,32925.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
04/30/2024,2024,6.0,8.428571701049810,32931.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/01/2024,2024,11.0,8.857142448425290,32942.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/02/2024,2024,3.0,7.5714287757873500,32945.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/03/2024,2024,7.0,6.857142925262450,32952.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/04/2024,2024,11.0,7.4285712242126500,32963.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/05/2024,2024,8.0,7.5714287757873500,32971.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/06/2024,2024,8.0,7.714285850524900,32979.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/07/2024,2024,12.0,8.571428298950200,32991.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/08/2024,2024,8.0,8.142857551574710,32999.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/09/2024,2024,6.0,8.571428298950200,33005.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/10/2024,2024,5.0,8.285714149475100,33010.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/11/2024,2024,7.0,7.714285850524900,33017.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/12/2024,2024,4.0,7.142857074737550,33021.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/13/2024,2024,10.0,7.4285712242126500,33031.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/14/2024,2024,6.0,6.5714287757873500,33037.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/15/2024,2024,6.0,6.285714149475100,33043.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/16/2024,2024,8.0,6.5714287757873500,33051.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/17/2024,2024,7.0,6.857142925262450,33058.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/18/2024,2024,8.0,7.0,33066.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/19/2024,2024,6.0,7.285714149475100,33072.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/20/2024,2024,11.0,7.4285712242126500,33083.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/21/2024,2024,8.0,7.714285850524900,33091.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/22/2024,2024,7.0,7.857142925262450,33098.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/23/2024,2024,4.0,7.285714149475100,33102.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/24/2024,2024,10.0,7.714285850524900,33112.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/25/2024,2024,12.0,8.285714149475100,33124.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/26/2024,2024,5.0,8.142857551574710,33129.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/27/2024,2024,7.0,7.5714287757873500,33136.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/28/2024,2024,13.0,8.285714149475100,33149.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/29/2024,2024,8.0,8.428571701049810,33157.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/30/2024,2024,11.0,9.428571701049810,33168.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
05/31/2024,2024,7.0,9.0,33175.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/01/2024,2024,7.0,8.285714149475100,33182.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/02/2024,2024,5.0,8.285714149475100,33187.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/03/2024,2024,11.0,8.857142448425290,33198.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/04/2024,2024,7.0,8.0,33205.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/05/2024,2024,11.0,8.428571701049810,33216.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/06/2024,2024,8.0,8.0,33224.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/07/2024,2024,6.0,7.857142925262450,33230.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/08/2024,2024,8.0,8.0,33238.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/09/2024,2024,10.0,8.714285850524900,33248.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/10/2024,2024,10.0,8.571428298950200,33258.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/11/2024,2024,18.0,10.142857551574700,33276.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/12/2024,2024,5.0,9.285714149475100,33281.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/13/2024,2024,7.0,9.142857551574710,33288.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/14/2024,2024,10.0,9.714285850524900,33298.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/15/2024,2024,12.0,10.285714149475100,33310.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/16/2024,2024,7.0,9.857142448425290,33317.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/17/2024,2024,8.0,9.571428298950200,33325.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/18/2024,2024,8.0,8.142857551574710,33333.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/19/2024,2024,4.0,8.0,33337.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/20/2024,2024,9.0,8.285714149475100,33346.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
06/21/2024,2024,9.0,8.142857551574710,33355.0,Data as Reported to CDC as of 01 Nov 2024 2:00 PM EDT
